/* DATA DESCRIPTION:
Citation:	Lei, Ruibo; Cheng, Bin; Zuo, Guangyu; Hoppmann, Mario (2022): Auxiliary data from SIMBA-type sea ice mass balance buoy 2019T47 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.940382, 
	In: Lei, R et al. (2022): Temperature and heating induced temperature difference measurements from SIMBA-type sea ice mass balance buoy 2019T47, deployed during MOSAiC 2019/20 [dataset bundled publication]. PANGAEA, https://doi.org/10.1594/PANGAEA.940387
Abstract:	Geographic position.
Keyword(s):	Arctic Ocean; Heating rise; MOSAiC-ICE; Sea ice mass balance; SIMBA; Temperature
Project(s):	Integrated Arctic observation system (INTAROS) (URI: https://doi.org/10.3030/727890)
	Multidisciplinary drifting Observatory for the Study of Arctic Climate (MOSAiC) (URI: https://mosaic-expedition.org/)
Funding:	Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven (AWI) (URI: https://www.awi.de/), grant/award no. AFMOSAiC-1_00: Multidisciplinary drifting Observatory for the Study of Arctic Climate
	Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven (AWI) (URI: https://www.awi.de/), grant/award no. AWI_PS122_00: Multidisciplinary drifting Observatory for the Study of Arctic Climate / MOSAiC
	Horizon 2020 (H2020) (URI: https://ec.europa.eu/programmes/horizon2020/), grant/award no. 727890: Integrated Arctic observation system (INTAROS) (URI: doi:10.3030/727890)
	National Key Research and Development Program of China, grant/award no. 2018YFA0605903
	National Natural Science Foundation of China (NSFC) (URI: https://www.nsfc.gov.cn/english/site_1/index.html), grant/award no. 41722605
	National Natural Science Foundation of China (NSFC) (URI: https://www.nsfc.gov.cn/english/site_1/index.html), grant/award no. 41976219
Coverage:	MEDIAN LATITUDE: 84.946196 * MEDIAN LONGITUDE: 57.519734 * SOUTH-BOUND LATITUDE: 79.295693 * WEST-BOUND LONGITUDE: -1.653960 * NORTH-BOUND LATITUDE: 88.507026 * EAST-BOUND LONGITUDE: 133.223800
	DATE/TIME START: 2019-10-13T04:35:00 * DATE/TIME END: 2020-07-27T19:02:00
Event(s):	AF-MOSAiC-1_182 (PS122/1_1-285; 2019T47; FMI04-06) * LATITUDE START: 84.893320 * LONGITUDE START: 133.225960 * LATITUDE END: 73.642360 * LONGITUDE END: -17.304090 * DATE/TIME START: 2019-10-13T04:35:00 * DATE/TIME END: 2020-10-04T21:22:59 * Sensor URI: https://sensor.awi.de/?urn=buoy:2019t47 * LOCATION: Arctic Ocean * CAMPAIGN: AF-MOSAiC-1 (MOSAiC20192020, AF122/1) (URI: https://doi.org/10.2312/BzPM_0744_2020) * BASIS: Akademik Fedorov * METHOD/DEVICE: SAMS Ice Mass Balance buoy (SIMBA) (URI: https://www.sams-enterprise.com/services/autonomous-ice-measurement---old/) * COMMENT: __Old Labels: PS122/1_1-285, total failure: 2020-10-04
Comment:	The data set has been processed and contains quality flags for different kinds for erroneous data. Flag values are the sum of individual error codes. The value of 0 refers to no error. Quality flag, position: The geographic position is flagged +1 if the drift velocity, as derived from the GPS longitude and latitude, exceeds a threshold of 10 deg latitude or 50 deg longitude per time step; +2 if the position exceeds extreme values, such as longitude > 360 deg; +4 if the position is exactly 0.0.
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Lei, Ruibo (https://orcid.org/0000-0001-8525-8622, leiruibo@pric.org.cn) * METHOD/DEVICE: SAMS Ice Mass Balance buoy (SIMBA) (URI: https://www.sams-enterprise.com/services/autonomous-ice-measurement---old/)
	LATITUDE (Latitude) * GEOCODE * PI: Lei, Ruibo (https://orcid.org/0000-0001-8525-8622, leiruibo@pric.org.cn) * METHOD/DEVICE: SAMS Ice Mass Balance buoy (SIMBA) (URI: https://www.sams-enterprise.com/services/autonomous-ice-measurement---old/)
	LONGITUDE (Longitude) * GEOCODE * PI: Lei, Ruibo (https://orcid.org/0000-0001-8525-8622, leiruibo@pric.org.cn) * METHOD/DEVICE: SAMS Ice Mass Balance buoy (SIMBA) (URI: https://www.sams-enterprise.com/services/autonomous-ice-measurement---old/)
	Quality flag, position (QF pos) * PI: Lei, Ruibo (https://orcid.org/0000-0001-8525-8622, leiruibo@pric.org.cn)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels) * Processing Level: PANGAEA data processing level 2 (URI: https://wiki.pangaea.de/wiki/Processing_levels#PANGAEA_data_processing_level_2)
Size:	3282 data points
*/
Date/Time	Latitude	Longitude	QF pos
2019-10-22T11:57	85.316946	129.331493	0
2019-10-22T13:56	85.324866	129.182893	0
2019-10-22T15:56	85.332573	129.042866	0
2019-10-22T18:01	85.339893	128.918506	0
2019-10-22T19:56	85.345600	128.817360	0
2019-10-22T21:56	85.351106	128.702080	0
2019-10-22T23:57	85.357600	128.575160	0
2019-10-23T01:56	85.364293	128.452960	0
2019-10-23T03:56	85.370600	128.339666	0
2019-10-23T05:58	85.375226	128.236733	0
2019-10-23T07:56	85.378346	128.139226	0
2019-10-23T09:56	85.380906	128.036386	0
2019-10-23T11:57	85.383560	127.936453	0
2019-10-23T13:56	85.386946	127.865840	0
2019-10-23T15:56	85.390800	127.803373	0
2019-10-23T18:01	85.394040	127.737293	0
2019-10-23T19:56	85.396440	127.673133	0
2019-10-23T21:56	85.399400	127.597773	0
2019-10-23T23:58	85.403613	127.512506	0
2019-10-24T01:56	85.409506	127.426173	0
2019-10-24T03:56	85.416173	127.352773	0
2019-10-24T05:58	85.422226	127.282373	0
2019-10-24T07:56	85.427773	127.197106	0
2019-10-24T09:56	85.432160	127.096600	0
2019-10-24T11:58	85.436666	126.975386	0
2019-10-24T13:56	85.442026	126.851200	0
2019-10-24T15:56	85.448600	126.728306	0
2019-10-24T18:01	85.454893	126.614680	0
2019-10-24T19:56	85.458760	126.513573	0
2019-10-24T21:56	85.461480	126.404226	0
2019-10-24T23:58	85.464546	126.295626	0
2019-10-25T01:56	85.467893	126.201706	0
2019-10-25T15:56	85.477306	125.811893	0
2019-10-25T18:02	85.478160	125.777440	0
2019-10-25T19:56	85.477946	125.746906	0
2019-10-25T21:56	85.477333	125.706946	0
2019-10-25T23:58	85.477306	125.656800	0
2019-10-26T01:56	85.478160	125.610386	0
2019-10-26T03:56	85.479453	125.579040	0
2019-10-26T06:00	85.480546	125.554400	0
2019-10-26T07:56	85.481093	125.525826	0
2019-10-26T09:56	85.481613	125.481560	0
2019-10-26T11:59	85.482746	125.425693	0
2019-10-26T13:56	85.484706	125.375653	0
2019-10-26T15:56	85.487226	125.337106	0
2019-10-26T18:02	85.489760	125.305813	0
2019-10-26T19:56	85.491826	125.273986	0
2019-10-26T21:56	85.494226	125.227480	0
2019-10-26T23:58	85.497373	125.170106	0
2019-10-27T01:56	85.501493	125.113546	0
2019-10-27T03:56	85.506413	125.068720	0
2019-10-27T05:58	85.511373	125.032840	0
2019-10-27T07:56	85.515773	124.992226	0
2019-10-27T09:56	85.520146	124.940800	0
2019-10-27T11:58	85.525346	124.884133	0
2019-10-27T13:56	85.531093	124.830973	0
2019-10-27T15:56	85.537466	124.782160	0
2019-10-27T18:02	85.544186	124.735626	0
2019-10-27T19:56	85.550346	124.684000	0
2019-10-27T21:56	85.556920	124.612626	0
2019-10-27T23:58	85.564440	124.520973	0
2019-10-28T01:56	85.572760	124.434613	0
2019-10-28T03:58	85.581880	124.363840	0
2019-10-28T05:59	85.590840	124.307506	0
2019-10-28T07:56	85.599093	124.250906	0
2019-10-28T09:56	85.607666	124.184293	0
2019-10-28T11:58	85.616720	124.116640	0
2019-10-28T13:56	85.625160	124.054333	0
2019-10-28T15:56	85.632693	123.994266	0
2019-10-28T18:02	85.639520	123.936853	0
2019-10-28T19:58	85.645480	123.864026	0
2019-10-28T21:56	85.651640	123.775440	0
2019-10-28T23:58	85.658280	123.673160	0
2019-10-29T01:56	85.664893	123.576280	0
2019-10-29T03:56	85.671066	123.499186	0
2019-10-29T05:58	85.676493	123.425693	0
2019-10-29T07:56	85.681346	123.342040	0
2019-10-29T09:56	85.686640	123.241373	0
2019-10-29T11:58	85.692986	123.132053	0
2019-10-29T13:56	85.699440	123.040066	0
2019-10-29T15:56	85.705173	122.966440	0
2019-10-29T18:02	85.710186	122.895626	0
2019-10-29T19:56	85.714506	122.823146	0
2019-10-29T21:56	85.719240	122.736600	0
2019-10-29T23:58	85.724906	122.642040	0
2019-10-30T01:56	85.730760	122.557840	0
2019-10-30T03:56	85.735973	122.488893	0
2019-10-30T05:58	85.740346	122.424400	0
2019-10-30T07:56	85.744373	122.348066	0
2019-10-30T09:58	85.748866	122.252960	0
2019-10-30T11:58	85.754040	122.163120	0
2019-10-30T13:56	85.759160	122.087920	0
2019-10-30T15:56	85.763133	122.025373	0
2019-10-30T18:04	85.766226	121.959133	0
2019-10-30T19:56	85.768933	121.889133	0
2019-10-30T21:56	85.772773	121.800453	0
2019-10-30T23:58	85.777826	121.707813	0
2019-10-31T01:56	85.782733	121.630960	0
2019-10-31T03:56	85.786666	121.569546	0
2019-10-31T05:58	85.789813	121.512840	0
2019-10-31T07:56	85.792853	121.450493	0
2019-10-31T09:56	85.796773	121.377373	0
2019-10-31T11:58	85.801533	121.303480	0
2019-10-31T13:56	85.806146	121.242226	0
2019-10-31T15:56	85.809720	121.193520	0
2019-10-31T18:02	85.812680	121.143653	0
2019-10-31T19:59	85.815440	121.088466	0
2019-10-31T21:56	85.819106	121.022466	0
2019-10-31T23:58	85.823973	120.952573	0
2019-11-01T01:56	85.828973	120.897360	0
2019-11-01T03:56	85.833360	120.857880	0
2019-11-01T05:58	85.836680	120.822693	0
2019-11-01T07:56	85.839893	120.781066	0
2019-11-01T09:57	85.843973	120.731733	0
2019-11-01T11:58	85.848826	120.685813	0
2019-11-01T13:56	85.853640	120.656093	0
2019-11-01T15:56	85.857226	120.640413	0
2019-11-01T18:02	85.859560	120.625760	0
2019-11-01T19:57	85.861333	120.598533	0
2019-11-01T21:56	85.863893	120.562706	0
2019-11-01T23:58	85.867866	120.520133	0
2019-11-02T01:56	85.872106	120.487440	0
2019-11-02T03:56	85.875520	120.465040	0
2019-11-02T05:58	85.877573	120.438466	0
2019-11-02T07:57	85.879253	120.395480	0
2019-11-02T09:57	85.881920	120.339280	0
2019-11-02T11:58	85.885973	120.273826	0
2019-11-02T13:57	85.890493	120.217773	0
2019-11-02T15:57	85.894226	120.164680	0
2019-11-02T18:02	85.897200	120.102573	0
2019-11-02T19:57	85.899560	120.032053	0
2019-11-02T21:57	85.902973	119.939546	0
2019-11-02T23:58	85.907640	119.840906	0
2019-11-03T01:57	85.912546	119.754040	0
2019-11-03T03:57	85.916826	119.674040	0
2019-11-03T05:58	85.920013	119.573533	0
2019-11-03T07:57	85.922293	119.417426	0
2019-11-03T09:57	85.924880	119.242746	0
2019-11-03T11:58	85.929213	119.064826	0
2019-11-03T13:57	85.934306	118.926173	0
2019-11-03T15:57	85.938666	118.807720	0
2019-11-03T18:02	85.942106	118.688506	0
2019-11-03T19:57	85.944626	118.573440	0
2019-11-03T21:57	85.947813	118.437840	0
2019-11-03T23:58	85.951986	118.294973	0
2019-11-04T01:57	85.956480	118.164066	0
2019-11-04T03:57	85.960280	118.051040	0
2019-11-04T05:58	85.962506	117.943133	0
2019-11-04T07:57	85.964280	117.817800	0
2019-11-04T09:57	85.966466	117.675666	0
2019-11-04T11:58	85.969333	117.537226	0
2019-11-04T13:57	85.972173	117.416960	0
2019-11-04T15:57	85.973893	117.306120	0
2019-11-04T18:02	85.974093	117.195520	0
2019-11-04T19:57	85.973453	117.092840	0
2019-11-04T21:57	85.972946	116.981706	0
2019-11-04T23:58	85.972840	116.874186	0
2019-11-05T01:57	85.972520	116.779413	0
2019-11-05T03:59	85.971146	116.677240	0
2019-11-05T05:58	85.968786	116.574866	0
2019-11-05T07:57	85.965440	116.468826	0
2019-11-05T09:57	85.961680	116.360240	0
2019-11-05T12:00	85.958493	116.245106	0
2019-11-05T13:57	85.956173	116.151120	0
2019-11-05T15:57	85.953226	116.065840	0
2019-11-05T18:02	85.949413	115.984826	0
2019-11-05T19:57	85.945840	115.908546	0
2019-11-05T21:57	85.943053	115.822293	0
2019-11-05T23:59	85.941546	115.735600	0
2019-11-06T01:57	85.940653	115.663626	0
2019-11-06T03:57	85.939533	115.595866	0
2019-11-06T05:58	85.937840	115.523800	0
2019-11-06T07:57	85.936200	115.441826	0
2019-11-06T09:57	85.935186	115.350173	0
2019-11-06T11:58	85.935373	115.254653	0
2019-11-06T13:57	85.936306	115.175133	0
2019-11-06T15:57	85.936960	115.109373	0
2019-11-06T18:02	85.936680	115.042226	0
2019-11-06T19:57	85.936013	114.972613	0
2019-11-06T21:57	85.935760	114.891880	0
2019-11-06T23:59	85.936386	114.812226	0
2019-11-07T01:57	85.937453	114.747213	0
2019-11-07T03:57	85.938026	114.692773	0
2019-11-07T05:59	85.937560	114.639666	0
2019-11-07T07:57	85.936360	114.577160	0
2019-11-07T09:57	85.935080	114.504293	0
2019-11-07T11:59	85.934200	114.433240	0
2019-11-07T13:57	85.933773	114.378786	0
2019-11-07T15:57	85.933200	114.336426	0
2019-11-07T18:02	85.931933	114.297426	0
2019-11-07T19:57	85.930106	114.255333	0
2019-11-07T21:57	85.928413	114.199240	0
2019-11-07T23:59	85.927306	114.141893	0
2019-11-08T01:57	85.926533	114.097320	0
2019-11-08T03:58	85.925306	114.061066	0
2019-11-08T05:59	85.922960	114.023720	0
2019-11-08T07:57	85.919626	113.977706	0
2019-11-08T09:57	85.915653	113.924320	0
2019-11-08T11:59	85.911560	113.865626	0
2019-11-08T13:57	85.907440	113.811106	0
2019-11-08T15:57	85.902813	113.763546	0
2019-11-08T18:03	85.897226	113.720280	0
2019-11-08T19:57	85.891306	113.683893	0
2019-11-08T21:57	85.885186	113.646386	0
2019-11-09T00:00	85.879106	113.616693	0
2019-11-09T01:57	85.874053	113.609826	0
2019-11-09T03:58	85.869173	113.617280	0
2019-11-09T05:59	85.863933	113.630133	0
2019-11-09T07:58	85.859120	113.633360	0
2019-11-09T09:57	85.854893	113.630760	0
2019-11-09T11:59	85.851226	113.634506	0
2019-11-09T13:57	85.848306	113.656800	0
2019-11-09T15:57	85.845493	113.691320	0
2019-11-09T18:03	85.842626	113.727600	0
2019-11-09T19:57	85.840293	113.753613	0
2019-11-09T21:57	85.838746	113.778040	0
2019-11-09T23:59	85.837986	113.806213	0
2019-11-10T01:57	85.837840	113.841573	0
2019-11-10T03:57	85.838106	113.883040	0
2019-11-10T05:59	85.838320	113.925213	0
2019-11-10T07:58	85.838880	113.957160	0
2019-11-10T09:57	85.840293	113.979866	0
2019-11-10T11:59	85.842720	114.002853	0
2019-11-10T13:57	85.845893	114.036586	0
2019-11-10T15:57	85.849053	114.079173	0
2019-11-10T18:03	85.852440	114.121226	0
2019-11-10T19:57	85.856213	114.148600	0
2019-11-10T21:57	85.861666	114.166760	0
2019-11-10T23:59	85.868573	114.186426	0
2019-11-11T01:57	85.876133	114.218053	0
2019-11-11T03:57	85.884653	114.259613	0
2019-11-11T05:59	85.894693	114.299306	0
2019-11-11T07:57	85.906120	114.332373	0
2019-11-11T09:57	85.919720	114.368080	0
2019-11-11T11:59	85.934506	114.416306	0
2019-11-11T13:57	85.948680	114.481106	0
2019-11-11T15:57	85.961493	114.563053	0
2019-11-11T18:03	85.972693	114.656706	0
2019-11-11T19:57	85.981493	114.742493	0
2019-11-11T21:57	85.990800	114.831920	0
2019-11-11T23:59	86.000493	114.927973	0
2019-11-12T01:57	86.009786	115.030333	0
2019-11-12T03:57	86.018853	115.125960	0
2019-11-12T05:59	86.027893	115.206706	0
2019-11-12T07:58	86.036813	115.253373	0
2019-11-12T09:57	86.046586	115.282066	0
2019-11-12T11:59	86.057200	115.319173	0
2019-11-12T13:57	86.067200	115.369306	0
2019-11-12T15:57	86.076386	115.428920	0
2019-11-12T18:03	86.084813	115.481773	0
2019-11-12T19:57	86.091786	115.515773	0
2019-11-12T21:57	86.099413	115.537373	0
2019-11-12T23:59	86.107946	115.567413	0
2019-11-13T01:57	86.115560	115.616880	0
2019-11-13T03:57	86.121413	115.670186	0
2019-11-13T05:59	86.125906	115.697640	0
2019-11-13T07:57	86.130173	115.701773	0
2019-11-13T09:57	86.134826	115.688773	0
2019-11-13T11:59	86.140240	115.680066	0
2019-11-13T13:57	86.145106	115.681706	0
2019-11-13T15:57	86.149106	115.695000	0
2019-11-13T18:04	86.152520	115.729840	0
2019-11-13T19:57	86.156840	115.755106	0
2019-11-13T21:57	86.163573	115.774040	0
2019-11-13T23:59	86.171266	115.793053	0
2019-11-14T02:00	86.178226	115.827053	0
2019-11-14T03:57	86.183626	115.870280	0
2019-11-14T05:59	86.187213	115.911186	0
2019-11-14T07:57	86.190440	115.931426	0
2019-11-14T09:57	86.194240	115.938546	0
2019-11-14T12:00	86.198626	115.944146	0
2019-11-14T13:57	86.202506	115.961493	0
2019-11-14T15:57	86.205133	115.986800	0
2019-11-14T18:03	86.206493	116.009866	0
2019-11-14T19:57	86.206853	116.014586	0
2019-11-14T21:57	86.208306	116.003493	0
2019-11-14T23:59	86.210853	115.994933	0
2019-11-15T01:57	86.213213	116.005906	0
2019-11-15T03:57	86.214026	116.033640	0
2019-11-15T05:59	86.213440	116.068960	0
2019-11-15T07:58	86.212506	116.099973	0
2019-11-15T09:57	86.213146	116.130040	0
2019-11-15T11:59	86.216026	116.181946	0
2019-11-15T13:57	86.219400	116.272946	0
2019-11-15T15:57	86.220600	116.402826	0
2019-11-15T18:03	86.220053	116.550493	0
2019-11-15T19:57	86.219466	116.687773	0
2019-11-15T21:58	86.217920	116.835453	0
2019-11-15T23:59	86.217026	117.006906	0
2019-11-16T01:58	86.215106	117.207053	0
2019-11-16T03:58	86.212600	117.425066	0
2019-11-16T05:59	86.209560	117.677160	0
2019-11-16T07:58	86.204400	117.966306	0
2019-11-16T09:58	86.197840	118.297333	0
2019-11-16T11:59	86.192106	118.624506	0
2019-11-16T13:58	86.188133	118.975213	0
2019-11-16T15:58	86.184280	119.343720	0
2019-11-16T18:03	86.176400	119.711920	0
2019-11-16T19:58	86.162600	119.956213	0
2019-11-16T21:58	86.145866	120.094960	0
2019-11-16T23:59	86.126893	120.155000	0
2019-11-17T01:58	86.107906	120.140906	0
2019-11-17T03:58	86.092680	120.165653	0
2019-11-17T05:59	86.075946	120.262986	0
2019-11-17T07:58	86.059413	120.343133	0
2019-11-17T09:58	86.042773	120.371080	0
2019-11-17T11:59	86.025560	120.263120	0
2019-11-17T13:58	86.010706	120.072213	0
