/* DATA DESCRIPTION:
Citation:	Granskog, Mats A; Berge, Jørgen; Cottier, Finlo; Divine, Dmitry V; Katlein, Christian; Itkin, Polona; Olsen, Lasse Mørk; Vogedes, Daniel; De La Torre, Pedro R (2021): Auxiliary data from the sea ice mass balance SIMBA 2020T61 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.926581, 
	In: Granskog, MA et al. (2021): Temperature and heating induced temperature difference measurements from the sea ice mass balance buoy SIMBA 2020T61 [dataset bundled publication]. PANGAEA, https://doi.org/10.1594/PANGAEA.926580
Keyword(s):	Autonomous buoy; Ice mass balance; Temperature; Thermistor
Further details:	SIMBA HAVOC0101 (UIT0206) deployment description (pdf) (URI: https://store.pangaea.de/Projects/MOSAiC/2020T61/SIMBA_UIT02016deployment%20description_20200205.pdf)
Project(s):	Arctic Ocean ecosystems - Applied technology, Biological interactions and Consequences in an era of abrupt climate change (ArcticABCDevelopment) (URI: https://www.mare-incognitum.no/arctic-abc/)
	Coordinated Arctic Acoustic Thermoetry Experiment (CAATEX) (URI: https://caatex.nersc.no/)
	Multidisciplinary drifting Observatory for the Study of Arctic Climate (MOSAiC) (URI: https://mosaic-expedition.org/)
	Ridges - Safe HAVens for ice-associated Flora and Fauna in a Seasonally ice-covered Arctic OCean (HAVOC) (URI: https://www.npolar.no/en/projects/havoc/)
Funding:	Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven (AWI) (URI: https://www.awi.de/), grant/award no. AFMOSAiC-1_00: Multidisciplinary drifting Observatory for the Study of Arctic Climate
	Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven (AWI) (URI: https://www.awi.de/), grant/award no. AWI_PS122_00: Multidisciplinary drifting Observatory for the Study of Arctic Climate / MOSAiC
	The Research Council of Norway (RCN) (URI: http://www.forskningsradet.no/en/Home_page/1177315753906), grant/award no. 245923: Arctic Ocean ecosystems - Applied technology, Biological interactions and Consequences in an era of abrupt climate change (Arctic ABC Development) (URI: https://prosjektbanken.forskningsradet.no/en/project/FORISS/245923)
	The Research Council of Norway (RCN) (URI: http://www.forskningsradet.no/en/Home_page/1177315753906), grant/award no. 280292: Ridges - Safe HAVens for ice-associated Flora and Fauna in a Seasonally ice-covered Arctic OCean (URI: https://prosjektbanken.forskningsradet.no/en/project/FORISS/280292)
	The Research Council of Norway (RCN) (URI: http://www.forskningsradet.no/en/Home_page/1177315753906), grant/award no. 280531: Coordinated Arctic Acoustic Thermoetry Experiment (URI: https://prosjektbanken.forskningsradet.no/en/project/FORISS/280531)
Coverage:	MEDIAN LATITUDE: 84.381558 * MEDIAN LONGITUDE: 20.051814 * SOUTH-BOUND LATITUDE: 79.676666 * WEST-BOUND LONGITUDE: -2.110328 * NORTH-BOUND LATITUDE: 88.597573 * EAST-BOUND LONGITUDE: 94.516906
	DATE/TIME START: 2020-02-05T14:00:12 * DATE/TIME END: 2020-07-27T02:00:12
Event(s):	PS122/2_14-333 (2020T61) * LATITUDE START: 87.552958 * LONGITUDE START: 94.596743 * LATITUDE END: 88.591064 * LONGITUDE END: 55.585638 * DATE/TIME START: 2020-02-05T12:46:00 * DATE/TIME END: 2020-02-24T09:00:00 * Sensor URI: https://sensor.awi.de/?urn=buoy:2020t61 * LOCATION: Arctic Ocean * CAMPAIGN: PS122/2 (MOSAiC20192020) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: SAMS Ice Mass Balance buoy (SIMBA) (URI: https://www.sams-enterprise.com/services/autonomous-ice-measurement---old/) * COMMENT: simba_uit0206: simba_uit0206
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Granskog, Mats A (https://orcid.org/0000-0002-5035-4347, mats.granskog@npolar.no, http://www.npolar.no/en/people/mats.granskog/) * METHOD/DEVICE: SAMS Ice Mass Balance buoy (SIMBA) (URI: https://www.sams-enterprise.com/services/autonomous-ice-measurement---old/)
	LATITUDE (Latitude) * GEOCODE * PI: Granskog, Mats A (https://orcid.org/0000-0002-5035-4347, mats.granskog@npolar.no, http://www.npolar.no/en/people/mats.granskog/) * METHOD/DEVICE: SAMS Ice Mass Balance buoy (SIMBA) (URI: https://www.sams-enterprise.com/services/autonomous-ice-measurement---old/)
	LONGITUDE (Longitude) * GEOCODE * PI: Granskog, Mats A (https://orcid.org/0000-0002-5035-4347, mats.granskog@npolar.no, http://www.npolar.no/en/people/mats.granskog/) * METHOD/DEVICE: SAMS Ice Mass Balance buoy (SIMBA) (URI: https://www.sams-enterprise.com/services/autonomous-ice-measurement---old/)
	Pressure, atmospheric [hPa] (PPPP) * PI: Granskog, Mats A (https://orcid.org/0000-0002-5035-4347, mats.granskog@npolar.no, http://www.npolar.no/en/people/mats.granskog/) * METHOD/DEVICE: SAMS Ice Mass Balance buoy (SIMBA) (URI: https://www.sams-enterprise.com/services/autonomous-ice-measurement---old/)
	Temperature, air [°C] (TTT) * PI: Granskog, Mats A (https://orcid.org/0000-0002-5035-4347, mats.granskog@npolar.no, http://www.npolar.no/en/people/mats.granskog/) * METHOD/DEVICE: SAMS Ice Mass Balance buoy (SIMBA) (URI: https://www.sams-enterprise.com/services/autonomous-ice-measurement---old/)
	Tilt angle [deg] (Tilt) * PI: Granskog, Mats A (https://orcid.org/0000-0002-5035-4347, mats.granskog@npolar.no, http://www.npolar.no/en/people/mats.granskog/) * METHOD/DEVICE: SAMS Ice Mass Balance buoy (SIMBA) (URI: https://www.sams-enterprise.com/services/autonomous-ice-measurement---old/)
	Compass bearing [deg] (Compass bearing) * PI: Granskog, Mats A (https://orcid.org/0000-0002-5035-4347, mats.granskog@npolar.no, http://www.npolar.no/en/people/mats.granskog/) * METHOD/DEVICE: SAMS Ice Mass Balance buoy (SIMBA) (URI: https://www.sams-enterprise.com/services/autonomous-ice-measurement---old/)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Size:	8284 data points
*/
Date/Time	Latitude	Longitude	PPPP [hPa]	TTT [°C]	Tilt [deg]	Compass bearing [deg]
2020-02-12T16:00:12	87.900573	86.838466	1015	-29.1875	1	246
2020-02-12T18:00:12	87.908053	86.650080	1014	-28.6875	1	222
2020-02-12T20:00:13	87.915026	86.410320	1014	-28.0000	1	244
2020-02-12T22:00:12	87.921906	86.114146	1013	-27.8750	1	229
2020-02-13T00:00:12	87.929586	85.806533	1013	-27.5625	1	243
2020-02-13T02:00:12	87.936786	85.510746	1012	-27.2500	1	244
2020-02-13T04:00:12	87.943533	85.229253	1010	-27.0625	1	239
2020-02-13T06:00:12	87.950960	84.929000	1010	-26.6875	1	273
2020-02-13T08:00:12	87.958720	84.579346	1009	-26.3750	1	239
2020-02-13T10:00:12	87.965346	84.182653	1008	-26.1875	1	242
2020-02-13T12:00:12	87.970960	83.762226	1006	-25.9375	1	228
2020-02-13T14:00:12	87.975413	83.349706	1005	-25.2500	1	265
2020-02-13T16:00:12	87.978746	82.965706	1003	-25.3750	1	257
2020-02-13T18:00:12	87.983920	82.567080	1001	-25.2500	1	247
2020-02-13T20:00:12	87.989000	82.175373	1000	-25.1250	1	225
2020-02-13T22:00:12	87.994173	81.805106	999	-24.9375	1	251
2020-02-14T00:00:12	88.000293	81.461853	998	-24.8125	1	272
2020-02-14T02:00:12	88.005920	81.152213	997	-24.4375	1	232
2020-02-14T04:00:12	88.011133	80.880986	996	-24.0625	1	247
2020-02-14T06:00:12	88.015493	80.644600	995	-23.6250	1	263
2020-02-14T08:00:12	88.019613	80.433693	994	-23.1875	1	245
2020-02-14T10:00:11	88.024880	80.230760	994	-22.6250	1	254
2020-02-14T12:00:12	88.030880	80.075293	995	-22.0625	1	239
2020-02-14T14:00:12	88.037266	79.972280	996	-21.1875	1	241
2020-02-14T16:00:12	88.043506	79.917120	997	-21.0625	1	244
2020-02-14T18:00:12	88.048826	79.883826	998	-20.9375	1	260
2020-02-14T20:00:12	88.053520	79.856506	999	-21.0625	1	272
2020-02-14T22:00:12	88.058400	79.822226	999	-21.5000	1	239
2020-02-15T00:00:12	88.063146	79.778480	1000	-22.1250	1	236
2020-02-15T02:00:12	88.067106	79.741826	1001	-22.7500	1	254
2020-02-15T04:00:12	88.069666	79.712986	1002	-23.5000	1	264
2020-02-15T06:00:12	88.070853	79.676920	1002	-24.1875	1	262
2020-02-15T08:00:12	88.070880	79.634666	1002	-24.8125	1	243
2020-02-15T10:00:12	88.070546	79.592120	1003	-25.3750	1	248
2020-02-15T12:00:12	88.070133	79.563866	1003	-25.8750	1	249
2020-02-15T14:00:12	88.069760	79.538693	1003	-25.8750	1	253
2020-02-15T16:00:12	88.069520	79.528133	1004	-26.3750	1	233
2020-02-15T18:00:12	88.069373	79.528240	1003	-26.8125	1	248
2020-02-15T20:00:12	88.069320	79.526666	1003	-27.0625	1	267
2020-02-15T22:00:12	88.069186	79.518680	1003	-27.3750	1	263
2020-02-16T00:00:12	88.068853	79.502546	1003	-27.6875	1	255
2020-02-16T02:00:12	88.068346	79.480946	1003	-27.9375	1	257
2020-02-16T04:00:12	88.068080	79.470853	1003	-28.0625	1	255
2020-02-16T06:00:12	88.068133	79.489920	1003	-28.1875	1	256
2020-02-16T08:00:12	88.068373	79.516040	1003	-28.0625	1	255
2020-02-16T10:00:12	88.068466	79.524493	1003	-27.8750	1	247
2020-02-16T12:00:12	88.068240	79.513586	1003	-27.4375	1	236
2020-02-16T14:00:12	88.068786	79.531586	1003	-26.3125	1	257
2020-02-16T16:00:12	88.068413	79.511933	1003	-26.0000	1	245
2020-02-16T18:00:12	88.067826	79.471213	1002	-25.5000	1	213
2020-02-16T20:00:12	88.069466	79.484293	1002	-25.0625	1	244
2020-02-16T22:00:12	88.070200	79.425746	1002	-24.9375	1	224
2020-02-17T00:00:12	88.071093	79.350733	1001	-24.9375	1	242
2020-02-17T02:00:12	88.070586	79.271026	1001	-24.8750	1	256
2020-02-17T04:00:12	88.071960	79.165720	1000	-24.7500	1	248
2020-02-17T06:00:12	88.073893	79.042706	999	-24.6875	1	227
2020-02-17T08:00:12	88.074306	78.911946	998	-24.7500	1	261
2020-02-17T10:00:12	88.074560	78.773906	998	-24.8750	1	230
2020-02-17T12:00:12	88.075320	78.613840	997	-25.0000	1	257
2020-02-17T14:00:12	88.075840	78.453400	996	-24.6250	1	246
2020-02-17T16:00:12	88.076280	78.308266	995	-25.0625	1	248
2020-02-17T18:00:12	88.077373	78.157426	995	-25.2500	1	263
2020-02-17T20:00:12	88.078480	78.030413	995	-25.1875	1	255
2020-02-17T22:00:12	88.080040	77.923346	995	-25.0000	1	267
2020-02-18T00:00:12	88.082000	77.825066	995	-24.8750	1	279
2020-02-18T02:00:12	88.084440	77.731106	995	-24.8125	1	246
2020-02-18T04:00:12	88.087120	77.632026	995	-25.0000	1	248
2020-02-18T06:00:12	88.091066	77.507800	994	-25.0625	1	258
2020-02-18T08:00:12	88.097213	77.310973	994	-25.0625	1	267
2020-02-18T10:00:12	88.105093	77.069933	992	-24.8750	1	251
2020-02-18T12:00:12	88.113933	76.813613	992	-24.3750	1	248
2020-02-18T14:00:12	88.123280	76.559280	991	-23.4375	1	249
2020-02-18T16:00:12	88.133386	76.324533	990	-22.6875	1	265
2020-02-18T18:00:12	88.144626	76.074146	989	-21.8125	1	262
2020-02-18T20:00:11	88.156800	75.820293	989	-20.8125	1	282
2020-02-18T22:00:12	88.168373	75.559960	989	-19.8750	1	252
2020-02-19T00:00:12	88.179626	75.278293	988	-19.0000	1	286
2020-02-19T02:00:12	88.190693	74.950026	987	-18.3750	1	253
2020-02-19T04:00:12	88.204280	74.556173	986	-17.8125	1	263
2020-02-19T06:00:12	88.219586	74.118080	985	-17.4375	1	269
2020-02-19T08:00:12	88.235186	73.650546	984	-17.1250	1	275
2020-02-19T10:00:12	88.250066	73.193093	984	-16.8125	1	268
2020-02-19T12:00:11	88.263706	72.759626	983	-16.5625	1	296
2020-02-19T14:00:12	88.276333	72.349800	982	-16.0000	1	260
2020-02-19T16:00:12	88.288840	71.940400	982	-16.0625	1	244
2020-02-19T18:00:12	88.301546	71.526160	981	-16.0000	1	258
2020-02-19T20:00:12	88.313080	71.122000	980	-16.0000	1	248
2020-02-19T22:00:12	88.323866	70.735573	981	-15.8750	1	239
2020-02-20T00:00:11	88.333840	70.368560	980	-15.6875	1	277
2020-02-20T02:00:12	88.342866	70.009373	980	-15.6250	1	243
2020-02-20T04:00:12	88.352013	69.651320	980	-15.5000	1	277
2020-02-20T06:00:12	88.361853	69.297880	980	-15.3125	1	274
2020-02-20T08:00:12	88.371026	68.970213	980	-15.1875	1	214
2020-02-20T10:00:11	88.379986	68.650493	979	-14.9375	1	294
2020-02-20T12:00:12	88.389813	68.361160	979	-14.8750	1	247
2020-02-20T14:00:12	88.400893	68.132253	979	-14.3750	1	265
2020-02-20T16:00:12	88.412480	67.986733	980	-14.6250	1	246
2020-02-20T18:00:12	88.423213	67.881906	982	-14.5625	1	255
2020-02-20T20:00:12	88.431786	67.758693	984	-14.5625	1	254
2020-02-20T22:00:11	88.439773	67.573466	985	-14.5000	1	254
2020-02-21T00:00:12	88.448546	67.323720	984	-14.5000	1	267
2020-02-21T02:00:12	88.457826	67.090846	983	-14.3750	1	266
2020-02-21T04:00:12	88.467173	66.892426	982	-14.5000	1	268
2020-02-21T06:00:12	88.476373	66.698473	982	-14.5625	1	263
2020-02-21T08:00:11	88.485306	66.497593	982	-14.5625	1	287
2020-02-21T10:00:12	88.494493	66.296213	982	-14.7500	1	267
2020-02-21T12:00:12	88.503346	66.122233	982	-14.7500	1	228
2020-02-21T14:00:12	88.512080	65.983213	983	-14.3750	1	254
2020-02-21T16:00:12	88.520600	65.847346	982	-14.8125	1	272
2020-02-21T18:00:11	88.529840	65.682953	982	-14.9375	1	238
2020-02-21T20:00:12	88.539333	65.515046	983	-15.0000	1	241
2020-02-21T22:00:12	88.547693	65.357013	983	-15.1875	1	299
2020-02-22T00:00:12	88.554280	65.193353	984	-15.1875	1	269
2020-02-22T02:00:12	88.559973	65.019833	985	-15.3125	1	235
2020-02-22T04:00:12	88.565213	64.861206	986	-15.3750	1	247
2020-02-22T06:00:11	88.569666	64.693560	986	-15.5000	1	241
2020-02-22T08:00:12	88.573106	64.520880	988	-15.5625	1	255
2020-02-22T10:00:12	88.575293	64.360720	989	-15.6250	1	259
2020-02-22T12:00:12	88.576826	64.219020	990	-15.6250	1	244
2020-02-22T14:00:12	88.578080	64.093366	990	-15.3750	1	269
2020-02-22T16:00:11	88.577640	63.981586	991	-15.6875	1	258
2020-02-22T18:00:12	88.575973	63.793480	991	-15.8125	1	264
2020-02-22T20:00:12	88.575733	63.531040	991	-15.9375	1	275
2020-02-22T22:00:12	88.575733	63.226793	991	-16.0000	1	269
2020-02-23T00:00:12	88.575813	62.916226	991	-16.1250	1	255
2020-02-23T02:00:12	88.576826	62.614626	991	-16.1250	1	254
2020-02-23T04:00:11	88.578560	62.307260	991	-16.1875	1	267
2020-02-23T06:00:12	88.581240	61.995773	991	-16.1875	1	267
2020-02-23T08:00:12	88.584720	61.665773	992	-16.1250	1	234
2020-02-23T10:00:12	88.588120	61.320086	993	-16.0625	1	249
2020-02-23T12:00:12	88.591653	60.952653	994	-16.0625	1	259
2020-02-23T14:00:12	88.594400	60.584953	994	-15.6250	1	262
2020-02-23T16:00:11	88.595960	60.204153	995	-15.8125	1	262
2020-02-23T18:00:12	88.596826	59.782260	994	-15.8125	1	239
2020-02-23T20:00:12	88.597413	59.309340	994	-15.7500	1	242
2020-02-23T22:00:12	88.597573	58.811680	995	-15.7500	1	259
